ATD,SOBT,DEPAP,ARRAP,SECTOR_INFO,DepSector,ArrSector,TimeDelay
2.02E+11,2.02E+11,ZSHC,ZBSJ,"ZSHCAP,ZSHCAP,ZSSSAR27,ZSSSAR14,ZSSSAR14,ZSSSAR14,ZSSSAR14,ZSSSAR14,ZSSSAR14,ZSSSAR14,ZSSSAR38,ZSSSAR38,ZSSSAR16,ZSSSAR16,ZSSSAR16,ZSSSAR16,ZBAAAR24,ZBAAAR24,ZBAAAR24,ZBAAAR23,ZBAAAR17,ZBAAAR17,ZBAAAR16,ZBSJAP,ZBSJAP,",118,11,500
2.02E+11,2.02E+11,ZULS,ZLXN,"ZULSAP,ZULSAP,ZULSAP,ZULSAP,UNKNOWNAR,UNKNOWNAR,UNKNOWNAR,UNKNOWNAR,ZLLLAR04,ZLLLAR04,ZLLLAR04,ZLLLAR04,ZLLLAR04,ZLLLAR05,ZLLLAR05,ZLXNAP,",29,92,725
,2.02E+11,ZHHH,ZGGG,"ZHHHAP,ZGGGAR15,ZGGGAR13,ZGGGAR13,ZGGGAR13,ZGGGAR13,ZGGGAR25,ZGGGAR25,ZGGGAR25,ZGGGAR20,ZGGGAR20,ZGGGAR20,ZGGGAR02,ZGGGAR02,ZGGGAP,ZGGGAP,",61,62,1130
2.02E+11,2.02E+11,ZSQD,ZSWX,"ZSQDAP,ZSQDAR06,ZSQDAR06,ZSQDAR06,ZSQDAR06,ZSSSAR36,ZSSSAR36,ZSSSAR36,ZSSSAR36,ZSNJAP,ZSNJAP,ZSNJAP,ZSNJAP,ZSNJAP,ZSSSAP,ZSSSAP,ZSWXAP,ZSWXAP,",99,109,955
2.02E+11,2.02E+11,ZSNJ,ZPPP,"ZSNJAP,ZSOFAR01,ZSOFAR01,ZSOFAR01,ZSOFAR02,ZSOFAR02,ZSOFAR02,ZSSSAR17,ZSSSAR39,ZSSSAR39,ZSSSAR39,ZSSSAR39,ZSSSAR39,ZSSSAR12,ZSSSAR12,ZSSSAR11,ZSSSAR11,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR12,ZGGGAR12,ZGGGAR12,ZGGGAR12,ZGGGAR32,ZUUUAR21,ZUUUAR21,ZUUUAR23,ZUUUAR23,ZUUUAR23,ZUUUAR23,ZUUUAR23,ZUUUAR23,ZPPPAR02,ZPPPAR02,ZPPPAP,",136,78,830
2.02E+11,2.02E+11,ZSOF,ZSQD,"ZSOFAP,ZSOFAP,ZSNJAP,ZSNJAP,ZSNJAP,ZSNJAP,ZSSSAR14,ZSSSAR06,ZSSSAR36,ZSSSAR36,ZSSSAR36,ZSSSAR36,ZSQDAR06,ZSQDAR06,ZSQDAR06,ZSQDAP,ZSQDAP,",125,99,1095
2.02E+11,2.02E+11,ZSFZ,ZBYN,"ZSFZAP,ZSFZAP,ZSFZAP,ZSAMAR04,ZSSSAR09,ZSSSAR09,ZSSSAR09,ZSSSAR09,ZSSSAR09,UNKNOWNAR,ZSSSAR35,ZSSSAR12,ZSSSAR39,ZSSSAR39,ZSSSAR39,ZSSSAR39,ZSSSAR17,ZSSSAR17,ZSSSAR17,ZSSSAR17,ZSSSAR23,ZSSSAR23,ZSSSAR13,ZSSSAR13,ZSSSAR13,ZSSSAR13,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR26,ZHCCAR05,ZHCCAR05,ZBAAAR26,ZBAAAR11,ZBAAAR34,ZBAAAR34,ZBAAAR34,ZBYNAP,",131,8,980
2.02E+11,2.02E+11,ZBAA,ZPDL,"ZBAAAP,ZBAAAR06,ZBAAAR06,ZBAAAR32,ZBAAAR07,ZBAAAR07,ZBAAAR08,ZBAAAR08,ZBAAAR08,ZBAAAR08,ZLXYAR10,ZLXYAR10,ZLXYAR10,ZLXYAR06,ZLXYAR06,ZLXYAR06,ZLXYAR06,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLXYAR08,ZLXYAR08,ZLXYAR08,ZLXYAR08,ZLXYAR08,ZUUUAR16,ZUUUAR16,ZUUUAR16,ZUUUAR11,ZUUUAR11,ZUUUAR11,ZUUUAR11,ZUUUAR08,ZUUUAR08,ZUUUAR18,ZUUUAR25,ZPPPAR06,ZPPPAR06,ZPPPAR06,ZPLJAP,ZPPPAR06,",2,82,395
2.02E+11,2.02E+11,ZUTF,ZSQZ,"ZUUUAP,ZUUUAR02,ZUUUAR02,ZUUUAR02,ZUUUAR18,ZUUUAR18,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR26,ZUUUAR26,ZUUUAR26,UNKNOWNAR,ZGGGAR11,ZGGGAR11,ZGGGAR11,ZGGGAR11,ZGGGAR11,ZGGGAR11,ZGGGAR23,ZGGGAR03,ZGGGAR03,ZGGGAR03,ZGGGAR34,ZGGGAR34,ZGGGAR01,ZGGGAR01,ZSSSAR40,ZSSSAR40,ZSAMAR06,ZSAMAR06,ZSAMAR06,ZSAMAP,ZSAMAP,ZSAMAP,",34,132,670
2.02E+11,2.02E+11,ZGSZ,ZBAD,"ZGJDAP,ZGJDAP,ZGGGAP,ZGGGAR05,ZGGGAR05,ZGGGAR03,ZGGGAR03,ZGGGAR03,ZGGGAR33,ZGGGAR33,ZGGGAR33,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,UNKNOWNAR,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR21,ZGGGAR21,ZGGGAR21,ZGGGAR21,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR25,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR13,ZBAAAR13,ZBAAAR14,ZBAAAR12,ZBAAAR12,ZBAAAR12,ZBAAAP,ZBAAAP,",62,16,415
2.02E+11,2.02E+11,ZSAM,ZUGY,"ZSAMAP,ZSAMAR01,ZSSSAR40,ZSSSAR40,ZSSSAR40,ZSSSAR40,ZSSSAR40,ZGGGAR01,ZGGGAR01,ZGGGAR34,ZGGGAR34,ZGGGAR03,ZGGGAR03,ZGGGAR03,ZGGGAR23,ZGNNAR08,ZGNNAR08,ZGNNAR08,ZGNNAR09,ZGNNAR09,ZGNNAR09,UNKNOWNAR,ZUGYAP,ZUGYAP,",132,44,1205
2.02E+11,2.02E+11,ZBAD,ZSZS,"ZBAAAP,ZBAAAP,ZBAAAR18,ZBAAAR18,ZBAAAR18,ZBAAAR18,ZSJNAR04,ZSJNAR04,ZSJNAR04,ZSJNAR02,ZSJNAR02,ZSJNAR02,ZSSSAR16,ZSSSAR16,ZSSSAR16,ZSSSAR16,ZSSSAR16,ZSSSAR38,ZSSSAR38,ZSSSAR38,ZSSSAR38,ZSSSAR04,ZSSSAR04,ZSSSAR26,ZSSSAR26,ZSSSAR37,ZSSSAR37,ZSSSAP,ZSSSAP,ZSSSAP,ZSSSAP,ZSNBAP,ZSNBAP,ZSNBAP,ZSNBAP,ZSNBAP,",16,112,785
,2.02E+11,ZGGG,ZSSH,"ZGGGAP,ZGGGAR05,ZGGGAR01,ZGGGAR38,ZGGGAR38,ZSSSAR22,ZGGGAR40,ZSSSAR11,ZSSSAR11,ZSSSAR11,ZSSSAR12,ZSSSAR12,ZSSSAR39,ZSSSAR39,ZSSSAR39,ZSSSAR39,ZSSSAR39,ZSSSAR17,ZSSSAR17,ZSSSAR17,ZSOFAR02,ZSOFAR01,ZSOFAR01,ZSOFAR01,ZSSSAR14,ZSSSAR14,ZSSSAR14,ZSNJAP,ZSNJAP,ZSNJAP,ZSNJAP,ZSNJAP,ZSNJAP,",62,140,965
2.02E+11,2.02E+11,ZWYN,ZWTL,"ZWWWAR02,ZWWWAR02,ZWWWAR02,ZWWWAR02,ZWWWAR02,ZWWWAR02,ZWWWAR02,ZWWWAR02,ZWWWAR02,ZWWWAR04,ZWWWAR04,ZWWWAR04,ZWWWAR04,",155,153,1160
2.02E+11,2.02E+11,ZBAD,ZLXY,"ZBAAAP,ZBAAAR12,ZBAAAR12,ZBAAAR12,ZBAAAR12,ZBAAAR12,ZBAAAR33,ZBAAAR10,ZBAAAR09,ZBAAAR09,ZBAAAR09,ZBAAAR09,ZLXYAR01,ZLXYAR01,ZLXYAR01,ZLXYAR01,ZLXYAR01,ZLXYAP,",16,165,660
,2.02E+11,ZBYN,ZSYT,"ZBYNAP,ZBYNAP,ZBAAAR33,ZBAAAR10,ZBAAAR10,ZBAAAR10,ZBAAAR12,ZBAAAR12,ZBAAAR12,ZBAAAR12,ZBAAAR12,ZBAAAR19,ZBAAAR19,ZBAAAR19,ZBAAAR20,ZBAAAR20,ZBAAAR21,ZBAAAR21,ZYTLAR04,ZYTLAR04,ZSQDAR09,ZSYTAP,ZSYTAP,",8,97,1275
2.02E+11,2.02E+11,ZHCC,ZGHZ,"ZHCCAP,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZGGGAR16,ZGGGAR16,ZGGGAR16,ZGGGAR16,ZGGGAR15,ZGGGAR27,ZGGGAR27,ZGGGAR15,ZGGGAR15,ZGGGAR15,ZGGGAR13,ZGGGAR14,ZGGGAR13,ZGGGAR13,ZGGGAR25,ZGGGAR25,ZGGGAR14,ZGGGAR35,ZGGGAR20,ZGGGAR20,ZGGGAR02,ZGGGAR02,ZGGGAP,ZGGGAP,ZGGGAP,ZGGGAP,ZGGGAR06,ZGGGAR06,",22,52,645
2.02E+11,2.02E+11,ZBSJ,ZYHB,"ZBSJAP,ZBAAAR12,ZBAAAR12,ZBAAAR19,ZBAAAR19,ZBAAAR03,ZBAAAR03,ZBAAAR02,ZBAAAR02,ZYTXAR13,ZYTXAR13,ZYTXAR11,ZYTXAR11,ZYTXAR10,ZYHBAR03,ZYHBAR03,ZYHBAPP,",11,144,820
2.02E+11,2.02E+11,ZWSH,ZUTF,"ZWWWAR09,ZWWWAR09,ZWWWAR09,ZWWWAR09,ZWWWAR05,ZLLLAR12,ZLLLAR12,ZLLLAR12,ZLLLAR12,ZLLLAR12,ZLLLAR12,ZLLLAR07,ZLLLAR07,ZLLLAR07,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR06,ZLLLAR06,ZLLLAR06,ZLLLAR06,ZUUUAR04,ZUUUAP,ZUUUAP,",158,34,645
2.02E+11,2.02E+11,ZYQQ,ZBAD,"ZYHBAR01,ZYHBAR01,ZYHBAR01,ZYHBAR01,ZYHBAR01,ZYHBAR03,ZYHBAR03,ZYHBAR03,ZYHBAR03,ZYTXAR10,ZYTXAR11,ZYTXAR13,ZBAAAR04,ZBAAAR04,ZBAAAR04,ZBAAAP,",74,16,780
2.02E+11,2.02E+11,ZSSS,ZUGY,"ZSSSAP,ZSSSAR15,ZSSSAR15,ZSSSAR15,ZSSSAR15,ZSSSAR01,ZSSSAR01,ZSSSAR21,ZSSSAR21,ZSSSAR12,ZSSSAR12,ZSSSAR12,ZSSSAR12,ZSSSAR12,ZSSSAR11,ZSSSAR11,UNKNOWNAR,ZGHAAR02,ZGHAAR02,ZGHAAR02,ZGHAAR02,ZGHAAR02,ZGHAAR01,ZGHAAR01,ZGHAAR01,ZGHAAR01,ZGHAAR06,ZUGYAR04,ZUGYAR04,ZUGYAP,ZUGYAP,",139,44,625
2.02E+11,2.02E+11,ZBAD,ZGSZ,"ZBAAAP,ZBAAAR12,ZBAAAR15,ZBAAAR15,ZBAAAR15,ZBAAAR15,ZBAAAR13,ZBAAAR25,ZBAAAR25,ZBAAAR25,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZGGGAR21,ZGGGAR21,ZGGGAR21,ZGGGAR21,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,UNKNOWNAR,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR35,ZGGGAR35,ZGGGAR20,ZGGGAR02,ZGGGAR02,ZGGGAP,ZGGGAP,ZGGGAP,ZGJDAP,ZGJDAP,ZGJDAP,ZGJDAP,",16,62,480
2.02E+11,2.02E+11,ZYTX,ZSYW,"ZYTXAP,ZYTLAR08,ZYTLAR07,ZYTLAR07,ZYTLAR03,ZSQDAR04,ZSQDAR04,ZSQDAR01,ZSQDAR01,ZSQDAR08,ZSSSAR07,ZSSSAR07,ZSSSAR07,ZSSSAR07,ZSSSAR07,ZSSSAR07,ZSSSAR05,ZSSSAR05,ZSSSAR05,ZSSSAR37,ZSSSAR37,ZSSSAR37,ZSSSAR15,ZSSSAR15,ZSHCAP,ZSHCAP,ZSHCAP,ZSHCAP,ZSHCAP,",148,106,675
2.02E+11,2.02E+11,ZBSJ,ZYTX,"ZBSJAP,ZBAAAR12,ZBAAAR12,ZBAAAR19,ZBAAAR19,ZBAAAR19,ZBAAAR20,ZBAAAR20,ZBAAAR20,ZBAAAR20,ZBAAAR20,ZBAAAR20,ZYTXAR01,ZYTXAR03,ZYTXAP,",11,148,970
2.02E+11,2.02E+11,ZSWZ,ZUGY,"ZSWZAP,ZSWZAP,ZSSSAR19,ZSCNAR05,ZSCNAR05,ZSCNAR04,ZSCNAR01,ZSCNAR01,ZSCNAR01,ZSSSAR12,ZSSSAR12,ZSSSAR11,ZSSSAR11,UNKNOWNAR,ZGGGAR13,ZGGGAR13,ZGGGAR13,ZGGGAR13,ZGGGAR13,ZGGGAR12,ZGGGAR12,ZGGGAR12,ZGGGAR12,ZGGGAR32,ZUUUAR21,ZUGYAR04,ZUGYAP,ZUGYAP,",121,44,1265
,2.02E+11,ZLXY,ZGGG,"ZLXYAP,ZLXYAR03,ZLXYAR05,ZUUUAR01,ZUUUAR01,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR10,ZUUUAR10,ZUUUAR10,ZUUUAR10,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR21,ZUUUAR21,UNKNOWNAR,ZGGGAR11,ZGGGAR11,ZGGGAR11,ZGGGAR11,ZGGGAR11,ZGGGAR22,ZGGGAR04,UNKNOWNAR,ZGGGAP,",165,62,840
,2.02E+11,ZYTL,ZSYT,"ZYTLAP,ZSQDAR09,ZSQDAR09,ZSYTAP,",46,97,1270
,2.02E+11,ZGOW,ZSCG,"ZGOWAP,ZGOWAP,ZGOWAP,ZSAMAR01,ZSAMAR02,ZSAMAR02,ZSSSAR30,ZSSSAR29,ZSSSAR29,ZSSSAR29,ZSSSAR29,ZSSSAR29,ZSSSAR29,ZSSSAR19,ZSSSAR19,ZSSSAR19,ZSSSAR01,ZSSSAR01,ZSSSAR01,ZSSSAR15,ZSSSAR15,ZSSSAR27,ZSHCAP,ZSNJAP,ZSNJAP,ZSNJAP,ZSNJAP,ZSNJAP,ZSNJAP,ZSSSAP,ZSSSAP,",142,128,1275
2.02E+11,2.02E+11,ZYMD,ZSYT,"ZYHBAR02,ZYHBAR02,ZYHBAR02,ZYTXAR08,ZYTXAR08,ZYHBAR05,ZYTLAR09,ZYTXAR03,ZYTXAR03,ZYTXAR03,ZYTXAR03,ZYTLAR08,ZYTLAR08,ZYTLAR05,ZYTLAR05,ZYTLAR05,ZYTLAR04,ZYTLAR04,ZSQDAR09,ZSQDAR09,ZSYTAP,",73,97,940
,2.02E+11,ZGHA,ZYHB,"ZGHAAP,ZGHAAR02,ZGHAAR02,ZGHAAR02,ZHHHAR05,ZHHHAR05,ZHHHAR05,ZHHHAR05,ZHHHAR01,ZHHHAR01,ZHHHAR01,ZGGGAR16,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR26,ZBAAAR25,ZBAAAR25,ZBAAAR25,ZBAAAR25,ZBAAAR13,ZBAAAR15,ZBAAAR15,ZBAAAR15,ZBAAAR15,ZBAAAR15,ZBAAAR12,ZBAAAR19,ZBAAAR19,ZBAAAR03,ZBAAAR03,ZBAAAR02,ZBAAAR02,ZYTXAR13,ZYTXAR13,ZYTXAR11,ZYTXAR11,ZYTXAR10,ZYHBAR03,ZYHBAR03,ZYHBAPP,",55,144,1075
2.02E+11,2.02E+11,ZPPP,ZSWX,"ZPPPAP,ZPPPAR02,ZPPPAR02,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR21,ZUUUAR21,ZUUUAR21,ZGGGAR37,ZGGGAR37,ZGGGAR37,ZGGGAR19,ZGGGAR31,ZHHHAR05,ZHHHAR05,ZHHHAR05,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZSOFAR03,ZSOFAR03,ZSOFAR01,ZSOFAR01,ZSOFAR01,ZSNJAP,ZSNJAP,ZSNJAP,ZSNJAP,ZSNJAP,ZSSSAP,ZSWXAP,ZSWXAP,",78,109,610
2.02E+11,2.02E+11,ZSPD,ZUCK,"ZSSSAP,ZSSSAR04,ZSSSAR04,ZSSSAR04,ZSSSAR34,ZSSSAR34,ZSSSAR34,ZSSSAR34,ZSSSAR23,ZSSSAR23,ZSSSAR23,ZSSSAR23,ZSSSAR25,ZSSSAR25,ZGGGAR36,ZGGGAR36,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR31,ZGGGAR31,ZGGGAR31,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZUUUAR13,ZUUUAR13,ZUUUAR19,ZUUUAR19,ZUCKAP,ZUCKAP,ZUCKAP,ZUCKAP,",110,33,1020
2.02E+11,2.02E+11,ZLXY,ZBDS,"ZLXYAP,ZLXYAR01,ZLXYAR01,ZLXYAR01,ZLXYAR09,ZBHHAR03,",165,163,895
2.02E+11,2.02E+11,ZBAA,ZGZJ,"ZBAAAP,ZBAAAP,ZBAAAR06,ZBAAAR06,ZBAAAR06,ZBAAAR10,ZBAAAR10,ZBAAAR10,ZBAAAR11,ZBAAAR11,ZBAAAR29,ZBAAAR29,ZBAAAR29,ZBAAAR29,ZBAAAR29,ZBAAAR29,ZBAAAR29,ZBAAAR29,ZGGGAR21,ZGGGAR21,ZGGGAR31,ZGGGAR37,ZGGGAR37,ZGGGAR37,ZGGGAR12,ZGHAAR01,ZGHAAR05,ZGHAAR05,ZGHAAR05,ZGNNAR08,ZGNNAR09,ZGNNAR09,ZGNNAR09,ZGNNAR01,ZGNNAR01,ZGNNAR01,ZGNNAR01,ZGNNAR11,ZGNNAR11,ZGZJAP,ZGZJAP,ZGZJAP,",2,104,775
2.02E+11,2.02E+11,ZSXZ,ZPPP,"ZSNJAP,ZSOFAR05,ZSOFAR05,ZSOFAR05,ZSOFAR05,ZSSSAR23,ZSSSAR23,ZSSSAR23,ZSSSAR23,ZSSSAR25,ZSSSAR25,ZGGGAR36,ZGGGAR36,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR31,ZGGGAR37,ZGGGAR37,ZGGGAR37,ZGGGAR37,ZUUUAR21,ZUUUAR21,ZUUUAR21,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZPPPAR02,ZPPPAR02,ZPPPAP,",119,78,25
2.02E+11,2.02E+11,ZYHB,ZSJN,"ZYHBAPP,ZYHBAR02,ZYHBAR02,ZYHBAR02,ZYHBAR02,ZYTLAR09,ZYTXAR12,ZYTXAR12,ZYTXAR12,ZYTXAR12,ZYTLAR07,ZYTLAR07,ZYTLAR02,ZYTLAR02,ZYTLAR02,ZYTLAR01,ZSQDAR02,ZSQDAR02,ZSQDAR02,ZSQDAR02,ZSQDAR02,ZSQDAR02,ZBAAAR23,ZSJNAR05,ZSJNAP,",144,20,415
2.02E+11,2.02E+11,ZSQD,ZGGG,"ZSQDAP,ZSQDAR06,ZSQDAR06,ZSSSAR07,ZSSSAR07,ZSSSAR05,ZSSSAR05,ZSSSAR05,ZSSSAR37,ZSSSAR37,ZSSSAR37,ZSSSAR15,ZSSSAR15,ZSSSAR15,ZSSSAR01,ZSSSAR01,ZSSSAR01,ZSSSAR31,ZSSSAR35,ZSSSAR35,ZSSSAR20,ZSSSAR20,ZSSSAR20,ZGGGAR40,ZGGGAR20,ZSAMAR07,ZGGGAR02,ZGGGAR02,ZGGGAP,ZGGGAP,",99,62,1320
2.02E+11,2.02E+11,ZPPP,ZPTC,"ZPPPAP,ZPPPAR06,ZPPPAR06,ZPPPAR06,ZPPPAR06,ZPPPAR06,ZPPPAR06,",78,82,1290
2.02E+11,2.02E+11,ZHHH,ZBTJ,"ZHHHAP,ZHHHAR01,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAR04,ZHCCAR04,ZHCCAR04,ZHCCAR04,ZHCCAR01,ZHCCAR01,ZHCCAR01,ZHCCAR01,ZHCCAR01,ZBAAAR14,ZBAAAR16,ZBAAAR16,ZBAAAR16,ZBAAAR16,ZBAAAR16,ZBAAAP,ZBAAAP,",61,16,1075
2.02E+11,2.02E+11,ZGGG,ZSFZ,"ZGGGAP,ZGGGAR05,ZGGGAR01,ZSAMAR07,ZSAMAR06,ZSAMAR06,ZSAMAR06,ZSAMAR06,ZSAMAR06,ZSAMAR01,ZSAMAR02,ZSAMAR02,ZSAMAR02,ZSAMAR02,ZSFZAP,ZSFZAP,",62,131,1310
2.02E+11,2.02E+11,ZGSZ,ZSPD,"ZGJDAP,ZGJDAP,ZGJDAP,ZGGGAP,ZGGGAR05,ZGGGAR05,ZGGGAR01,ZGGGAR38,ZSSSAR10,ZSSSAR10,ZSSSAR10,ZSSSAR10,ZSSSAR09,ZSSSAR09,ZSSSAR09,ZSSSAR29,ZSSSAR29,ZSSSAR29,ZSSSAR18,ZSSSAR18,ZSSSAR18,ZSSSAR02,ZSSSAR02,ZSSSAR32,ZSSSAR32,ZSSSAP,",62,110,815
2.02E+11,2.02E+11,ZGSZ,ZSSS,"ZGJDAP,ZGJDAP,ZGJDAP,ZGGGAP,ZGGGAR05,ZGGGAR05,ZGGGAR01,ZGGGAR38,ZSSSAR10,ZSSSAR10,ZSSSAR10,ZSSSAR10,ZSSSAR09,ZSSSAR09,ZSSSAR09,ZSSSAR29,ZSSSAR29,ZSSSAR29,ZSSSAR18,ZSSSAR18,ZSSSAR18,ZSSSAR02,ZSSSAR02,ZSSSAR32,ZSSSAR32,ZSSSAP,ZSSSAP,",62,139,630
2.02E+11,2.02E+11,ZLXY,ZSQD,"ZLXYAP,ZLXYAR07,ZLXYAR07,ZLXYAR11,ZLXYAR11,ZLXYAR11,ZBAAAR30,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR23,ZBAAAR23,ZBAAAR23,ZBAAAR23,ZSJNAR03,ZSJNAR03,ZSQDAP,",165,99,445
2.02E+11,2.02E+11,ZGHA,ZUXC,"ZGHAAP,ZGHAAR05,ZGHAAR01,ZGHAAR01,ZGGGAR12,ZGHAAR06,ZUGYAR04,ZUGYAR04,ZUUUAR23,ZUGYAR03,ZUGYAR02,ZUUUAR22,ZUGYAR02,ZUUUAR22,ZUGYAR02,ZUUUAR17,ZUUUAR17,ZUUUAR02,ZUUUAR02,ZUUUAR02,ZUUUAR17,ZUUUAR25,ZUUUAR25,",55,43,610
2.02E+11,2.02E+11,ZLXY,ZPPP,"ZLXYAP,ZLXYAR08,ZLXYAR05,ZUUUAR01,ZUUUAR01,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR10,ZUUUAR18,ZUUUAR18,ZUUUAR18,ZUUUAR24,ZUUUAR24,ZUUUAR22,ZPPPAR01,ZPPPAR01,ZPPPAP,",165,78,395
,2.02E+11,ZSNJ,ZGDY,"ZSNJAP,ZSOFAR01,ZSOFAR01,ZSOFAR01,ZSOFAR03,ZSSSAR25,ZGGGAR36,ZGGGAR36,ZGGGAR15,ZGGGAR15,ZGGGAR15,ZGGGAR15,ZGGGAR15,ZGGGAR15,ZHHHAR02,ZGHAAR04,ZGHAAR04,ZGHAAR04,ZGHAAR04,",136,70,1170
2.02E+11,2.02E+11,ZBTJ,ZSSS,"ZBAAAP,ZBAAAP,ZBAAAR18,ZBAAAR18,ZBAAAR18,ZBAAAR18,ZBAAAR23,ZBAAAR23,ZBAAAR23,ZBAAAR24,ZBAAAR24,ZBAAAR24,ZSSSAR16,ZSSSAR16,ZSSSAR16,ZSSSAR16,ZSSSAR38,ZSSSAR38,ZSSSAR06,ZSSSAP,ZSSSAP,ZSSSAP,",16,139,1300
2.02E+11,2.02E+11,ZLXY,ZLGM,"ZLXYAP,ZLXYAR04,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLLLAR08,ZLLLAR08,ZLLLAR08,ZLLLAR08,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR06,ZLLLAR06,ZLLLAR06,ZLLLAR04,ZLLLAR04,ZLLLAR04,ZLLLAR04,ZLLLAR04,",165,85,1165
,2.02E+11,ZPBS,ZPPP,"ZPPPAR06,ZPPPAR06,ZPPPAR06,ZPPPAP,ZPPPAP,",82,78,1135
2.02E+11,2.02E+11,ZHLY,ZBAD,"ZHCCAR03,ZHCCAR03,ZHCCAR03,ZHCCAR03,ZHCCAR05,ZHCCAR01,ZHCCAR01,ZHCCAR01,ZBAAAR14,ZBAAAR14,ZBAAAR14,ZBAAAR12,ZBAAAR12,ZBAAAR12,ZBAAAP,ZBAAAP,",25,16,640
,2.02E+11,ZUCK,ZHHH,"ZUCKAP,ZUUUAR19,ZUUUAR19,ZUUUAR19,ZUUUAR19,ZUUUAR28,ZUUUAR28,ZHHHAR03,ZHHHAR03,ZHHHAR03,ZHHHAR03,ZHHHAR03,ZHHHAR02,ZHHHAR02,ZHHHAR02,ZHHHAP,ZHHHAP,ZHHHAP,",33,61,1105
2.02E+11,2.02E+11,ZUTF,ZJSY,"ZUUUAP,ZUUUAR02,ZUUUAR02,ZUUUAR08,ZUUUAR18,ZUUUAR18,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR26,ZUUUAR26,ZUUUAR26,ZUUUAR26,ZGNNAR05,ZGNNAR05,ZGNNAR05,ZGNNAR05,ZGNNAR05,ZGNNAR05,ZGNNAR06,ZGNNAR06,ZGNNAR06,ZJSYAR12,ZJSYAR12,ZJSYAR04,ZJSYAR04,ZJHKAP,ZJSYAR04,ZJSYAR04,ZJSYAP,ZJSYAP,",34,101,1105
