ATD,SOBT,DEPAP,ARRAP,SECTOR_INFO,DepSector,ArrSector,TimeDelay
,2.02E+11,ZSYT,ZBDH,"ZSYTAP,ZSQDAR09,ZBAAAR22,ZBAAAR22,ZBAAAR22,ZBAAAR20,ZBAAAR20,",97,17,1110
2.02E+11,2.02E+11,ZBDT,ZYTL,"ZBAAAR32,ZBAAAR05,ZBAAAR05,ZBAAAR03,ZBAAAR19,ZBAAAR19,ZBAAAR19,ZBAAAR20,ZBAAAR20,ZBAAAR20,ZBAAAR21,ZBAAAR21,ZYTLAR04,ZYTLAR04,ZYTLAR04,ZYTLAP,",27,46,1340
2.02E+11,2.02E+11,ZUTF,ZLYL,"ZUUUAP,ZUUUAR15,ZUUUAR15,ZUUUAR15,ZUUUAR15,ZUUUAR15,ZLXYAR08,ZLXYAR08,ZLXYAR08,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLXYAR06,ZLXYAR06,ZLXYAR06,ZLXYAR09,ZLXYAR09,",34,163,940
,2.02E+11,ZLIC,ZBAA,"ZLICAP,ZLICAP,ZLICAP,ZLLLAR02,ZLLLAR02,ZBHHAR03,ZBAAAR08,ZBAAAR08,ZBAAAR08,ZBAAAR07,ZBAAAR07,ZBAAAR07,ZBAAAR07,ZBAAAR07,ZBAAAR07,ZBAAAR07,ZBAAAR07,ZBAAAR32,ZBAAAR32,ZBAAAR05,ZBAAAR05,ZBAAAR05,ZBAAAP,",83,2,1260
,2.02E+11,ZUTF,ZBHH,"ZUUUAP,ZUUUAR15,ZUUUAR15,ZUUUAR15,ZUUUAR15,ZUUUAR15,ZLXYAR08,ZLXYAR08,ZLXYAR08,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLXYAR06,ZLXYAR06,ZLXYAR06,ZLXYAR09,ZLXYAR09,ZBHHAR03,ZBHHAR03,ZBHHAR03,ZBHHAR02,ZBHHAP,",34,6,1275
2.02E+11,2.02E+11,ZPPP,ZPJH,"ZPPPAP,ZPPPAR04,ZPPPAR04,ZPJHAP,",78,80,480
,2.02E+11,ZBAD,ZGSZ,"ZBAAAP,ZBAAAP,ZBAAAR16,ZBAAAR16,ZBAAAR16,ZBAAAR16,ZBAAAR13,ZBAAAR26,ZBAAAR26,ZBAAAR25,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZGGGAR21,ZGGGAR21,ZGGGAR21,ZGGGAR21,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,UNKNOWNAR,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR35,ZGGGAR35,ZGGGAR34,ZGGGAR34,ZGGGAR34,ZGGGAR05,ZGGGAR05,ZGGGAR05,ZGJDAP,ZGJDAP,ZGJDAP,",16,62,900
2.02E+11,2.02E+11,ZWWW,ZLXY,"ZWWWAP,ZWWWAP,ZWWWAR02,ZWWWAR08,ZWWWAR08,ZWWWAR08,ZWWWAR08,ZWWWAR08,ZWWWAR08,ZWWWAR07,ZWWWAR07,ZWWWAR01,ZWWWAR01,ZLLLAR09,ZLLLAR03,ZLLLAR03,ZLLLAR03,ZLLLAR03,ZLLLAR03,ZLLLAR11,ZLLLAR11,ZLLLAR11,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR08,ZLLLAR08,ZLLLAR01,ZLXYAR04,ZLXYAR04,ZLXYAP,",157,165,1085
,2.02E+11,ZSNJ,ZLIC,"ZSNJAP,ZSOFAR01,ZSOFAR01,ZSOFAR04,ZSOFAR04,ZSSSAR13,ZSSSAR13,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR30,ZBAAAR30,ZBAAAR30,ZBAAAR30,ZBAAAR30,ZBAAAR30,ZLXYAR07,ZLXYAR07,ZLXYAR13,ZLXYAR13,ZLXYAR04,ZLXYAR04,ZLXYAR04,ZLLLAR02,ZLLLAR02,ZLICAP,ZLICAP,ZLICAP,",136,83,975
,2.02E+11,ZPPP,ZSYA,"ZPPPAP,ZPPPAR02,ZPPPAR02,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR21,ZUUUAR21,ZUUUAR21,ZGGGAR37,ZGGGAR37,ZGGGAR37,ZGGGAR37,ZGGGAR31,ZGGGAR15,ZGGGAR15,ZGGGAR15,ZGGGAR15,ZGGGAR15,ZGGGAR36,ZGGGAR36,ZGGGAR36,ZGGGAR36,ZSSSAR25,ZSOFAR03,ZSOFAR01,ZSOFAR01,ZSOFAR01,ZSNJAP,ZSNJAP,ZSNJAP,ZSNJAP,ZSSSAP,ZSSSAP,ZSNJAP,",78,128,1050
2.02E+11,2.02E+11,ZHYC,ZYTL,"ZHHHAR02,ZHHHAR02,ZHHHAR02,ZHHHAR02,ZHHHAP,ZHHHAP,ZHHHAP,ZHHHAP,ZHHHAP,ZHHHAP,ZHHHAP,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAR01,ZHCCAR01,ZHCCAR01,ZHCCAR01,ZHCCAR01,ZHCCAR01,ZHCCAR01,ZSJNAR01,ZSJNAR01,ZSJNAR04,ZSJNAR04,ZSJNAR03,ZSJNAR03,ZSJNAR03,ZSQDAR03,ZSQDAR03,ZSQDAR03,ZSQDAR03,ZSQDAR03,ZSQDAR09,ZYTLAP,",64,46,955
2.02E+11,2.02E+11,ZPJH,ZUCK,"ZPJHAP,ZPPPAR04,ZPPPAR04,ZPPPAR02,ZPPPAR01,ZPPPAR01,ZPPPAR01,ZUGYAR02,ZUGYAR02,ZUGYAR02,ZUGYAR01,ZUGYAR01,ZUUUAR07,ZUCKAP,ZUCKAP,",80,33,1070
2.02E+11,2.02E+11,ZSQZ,ZSSS,"ZSAMAP,ZSAMAR02,ZSAMAR02,ZSAMAR03,ZSAMAR03,ZSAMAR03,ZSSSAR18,ZSSSAR18,ZSSSAR18,ZSSSAR02,ZSSSAR02,ZSSSAR32,ZSSSAP,ZSSSAP,ZSSSAP,",132,139,875
2.02E+11,2.02E+11,ZJHK,ZSAM,"ZJHKAP,ZGZJAP,ZGNNAR12,ZGNNAR12,ZGNNAR12,ZGNNAR12,ZGNNAR12,ZGGGAR30,UNKNOWNAR,ZGGGAR05,ZGGGAR05,ZGGGAR05,ZGGGAR05,ZGGGAR01,ZSAMAR07,ZSAMAR06,ZSAMAR06,ZSAMAR06,ZSAMAR06,ZSAMAR06,ZSAMAP,ZSAMAP,",101,132,1330
2.02E+11,2.02E+11,ZPPP,ZBYC,"ZPPPAP,ZPPPAR01,ZPPPAR01,ZPPPAR01,ZUUUAR18,ZUUUAR18,ZUUUAR18,ZUUUAR08,ZUUUAR08,ZUUUAR08,ZUUUAR11,ZUUUAR15,ZUUUAR15,ZUUUAR15,ZUUUAR15,ZUUUAR15,ZLXYAR08,ZLXYAR08,ZLXYAR08,ZLXYAR05,ZLXYAR02,ZLXYAR02,ZLXYAR02,ZLXYAR11,ZLXYAR11,ZLXYAR11,ZLXYAR11,",78,164,810
2.02E+11,2.02E+11,ZHHH,ZBYC,"ZHHHAP,ZHHHAP,ZHHHAP,ZHHHAR01,ZHCCAR04,ZHCCAR04,ZHCCAR04,ZHCCAR04,ZHCCAR04,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAR03,ZHCCAR03,ZHCCAR03,ZHCCAR03,ZLXYAR11,ZLXYAR11,ZLXYAR11,ZLXYAR11,",61,164,970
2.02E+11,2.02E+11,VHHH,ZSPD,"UNKNOWNAR,ZGGGAR06,ZSSSAR40,ZSSSAR40,ZSSSAR30,ZSSSAR30,ZSSSAR30,ZSSSAR30,ZSSSAR30,ZSSSAR29,ZSSSAR29,ZSSSAR29,ZSSSAR29,ZSSSAR18,ZSSSAR18,ZSSSAR18,ZSSSAR02,ZSSSAR02,ZSSSAR32,ZSSSAP,ZSSSAP,",62,110,1070
2.02E+11,2.02E+11,ZSOF,ZPPP,"ZSOFAP,ZSOFAR03,ZHHHAR04,ZHHHAR04,ZHHHAR05,ZHHHAR05,ZHHHAR05,ZHHHAR05,ZHHHAR05,ZGGGAR15,ZGGGAR31,ZGGGAR19,ZGGGAR19,ZGGGAR19,ZGGGAR19,ZUUUAR21,ZUUUAR21,ZUUUAR21,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZPPPAR02,ZPPPAR02,ZPPPAP,",125,78,550
2.02E+11,2.02E+11,ZSPD,VHHH,"ZSSSAP,ZSSSAR08,ZSSSAR08,ZSSSAR28,ZSSSAR28,ZSSSAR28,ZSSSAR29,ZSSSAR29,ZSSSAR29,ZSSSAR30,ZSSSAR30,ZSSSAR40,UNKNOWNAR,UNKNOWNAR,",110,62,1065
2.02E+11,2.02E+11,ZUUU,ZSJN,"ZUUUAP,ZUUUAR15,ZUUUAR15,ZUUUAR15,ZLXYAR08,ZLXYAR08,ZLXYAR08,ZLXYAR05,ZLXYAR07,ZLXYAR07,ZLXYAR07,ZLXYAR11,ZLXYAR11,ZLXYAR11,ZBAAAR30,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR23,ZSJNAP,",34,20,640
2.02E+11,2.02E+11,ZGNN,ZUTF,"ZGNNAP,ZGNNAP,ZGNNAR02,ZGNNAR02,ZGNNAR02,ZGNNAR02,ZGNNAR02,ZUUUAR26,ZUUUAR23,ZUUUAR23,ZUUUAR23,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR17,ZUUUAR02,ZUUUAR02,ZUUUAP,",95,34,605
2.02E+11,2.02E+11,ZSNJ,ZSQD,"ZSNJAP,ZSSSAR34,ZSSSAR06,ZSSSAR36,ZSSSAR36,ZSSSAR36,ZSSSAR36,ZSQDAR06,ZSQDAR06,ZSQDAR06,ZSQDAP,ZSQDAP,",136,99,1155
2.02E+11,2.02E+11,ZUGY,ZSFZ,"ZUGYAP,ZUGYAR04,ZUGYAR04,ZGHAAR06,ZGHAAR01,ZGHAAR01,ZGHAAR01,ZGHAAR01,ZGHAAR02,ZGHAAR02,ZGHAAR02,ZGHAAR02,ZGHAAR02,UNKNOWNAR,ZSCNAR03,ZSCNAR03,ZSCNAR03,ZSCNAR03,ZSCNAR03,ZSCNAR04,ZSCNAR04,ZSFZAP,ZSFZAP,ZSFZAP,ZSFZAP,ZSFZAP,ZSFZAP,ZSFZAP,ZSFZAP,",44,131,805
,2.02E+11,ZGSD,ZUTF,"ZGJDAP,ZGJDAP,ZGGGAR05,ZGGGAP,ZGGGAR05,ZGGGAR05,ZGGGAR05,ZGGGAR03,ZGGGAR03,ZGGGAR03,ZGGGAR03,ZGGGAR03,ZGGGAR23,ZGGGAR11,ZGGGAR11,ZGGGAR11,ZGGGAR11,ZGGGAR11,ZGGGAR11,UNKNOWNAR,ZUUUAR26,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR17,ZUUUAR02,ZUUUAR02,ZUUUAP,",62,34,990
,2.02E+11,ZBYC,ZSCN,"ZLXYAR11,ZLXYAR11,ZLXYAR11,ZLXYAR11,ZHCCAR03,ZHCCAR03,ZHCCAR03,ZHCCAR06,ZHCCAR06,ZHHHAR01,ZHHHAR01,ZHHHAR01,ZHHHAR01,ZHHHAR01,ZHHHAR04,ZHHHAP,ZSCNAP,ZSCNAP,ZSCNAP,ZSCNAP,ZSCNAP,ZSCNAP,",164,141,930
2.02E+11,2.02E+11,ZSAM,ZGGG,"ZSAMAP,ZSAMAR01,ZSSSAR30,ZSSSAR30,ZSSSAR40,ZSAMAR06,ZGGGAR06,ZGGGAR06,ZGGGAP,ZGGGAP,ZGGGAP,",132,62,870
2.02E+11,2.02E+11,ZGZJ,ZHCC,"ZGZJAP,ZGNNAR11,ZGNNAR01,ZGNNAR01,ZGNNAR01,ZGNNAR01,ZGNNAR01,ZGGGAR11,ZGGGAR11,ZGGGAR11,ZGGGAR12,ZGGGAR12,ZGGGAR12,ZGGGAR12,ZGGGAR12,ZGGGAR12,ZGGGAR12,ZGGGAR13,ZGGGAR13,ZGGGAR13,ZHHHAR05,ZHHHAR05,ZHHHAR05,ZHHHAR05,ZHHHAR01,ZHHHAR01,ZHHHAR01,ZHHHAR01,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAP,",104,22,950
,2.02E+11,ZSYA,ZYTX,"ZSNJAP,ZSNJAP,ZSSSAR06,ZSSSAR38,ZSSSAR38,ZSSSAR36,ZSSSAR36,ZSSSAR36,ZSSSAR36,ZSQDAR07,ZSQDAR07,ZSQDAR07,ZSQDAR07,ZSQDAR07,ZSQDAR07,ZSQDAR07,ZSQDAR07,ZSQDAR02,ZSQDAR02,ZSQDAR02,ZSQDAR02,ZSQDAR02,ZSQDAR02,ZYTLAR01,ZYTLAR05,ZYTLAR05,ZYTLAR05,ZYTLAR08,ZYTLAR08,ZYTXAR03,ZYTXAP,",128,148,1290
,2.02E+11,ZPPP,ZPLJ,"ZPPPAP,ZPPPAP,ZPPPAR06,ZPPPAR06,ZPPPAR06,ZPPPAR06,ZPPPAR06,ZPLJAP,ZPLJAP,",78,82,475
2.02E+11,2.02E+11,ZJHK,ZHYC,"ZJHKAP,ZJHKAP,ZGNNAR12,ZGNNAR12,ZGNNAR11,ZGNNAR01,ZGNNAR01,ZGNNAR01,ZGNNAR01,ZGNNAR01,ZGGGAR22,ZGGGAR22,ZGGGAR22,ZGGGAR32,ZGGGAR32,ZGHAAR04,ZGHAAR04,ZGHAAR04,ZGHAAR04,ZHHHAR03,ZHHHAR03,ZHHHAR03,ZHHHAR03,ZHHHAR03,ZHHHAR02,ZHHHAR02,",101,64,525
2.02E+11,2.02E+11,ZSHC,ZGHA,"ZSHCAP,ZSSSAR01,ZSSSAR01,ZSSSAR21,ZSSSAR21,ZSSSAR12,ZSSSAR12,ZSSSAR12,ZSSSAR12,ZSSSAR12,ZSCNAR03,ZSCNAR03,UNKNOWNAR,ZGHAAP,",118,55,235
2.02E+11,2.02E+11,ZSNJ,ZSFZ,"ZSNJAP,ZSHCAP,ZSSSAR27,ZSSSAR15,ZSSSAR15,ZSSSAR15,ZSSSAR01,ZSSSAR01,ZSSSAR01,ZSSSAR01,ZSSSAR01,ZSSSAR19,ZSSSAR19,ZSSSAR19,ZSSSAR29,ZSAMAR03,ZSFZAP,ZSFZAP,ZSFZAP,",136,131,590
2.02E+11,2.02E+11,ZSNJ,ZLXY,"ZSNJAP,ZSOFAR01,ZSSSAR23,ZSSSAR13,ZSSSAR13,ZSSSAR13,ZSSSAR13,ZBAAAR28,ZHCCAR04,ZHCCAR04,ZBAAAR28,ZHCCAR04,ZHCCAR03,ZHCCAR03,ZHCCAR03,ZHCCAR03,ZBAAAR30,ZHCCAR03,ZLXYAR02,ZLXYAR02,ZLXYAP,",136,165,645
2.02E+11,2.02E+11,ZHCC,ZYHB,"ZHCCAP,ZHCCAP,ZBAAAR26,ZBAAAR25,ZBAAAR25,ZBAAAR25,ZBAAAR13,ZBAAAR15,ZBAAAR15,ZBAAAR15,ZBAAAR15,ZBAAAR15,ZBAAAR12,ZBAAAR19,ZBAAAR19,ZBAAAR03,ZBAAAR03,ZBAAAR02,ZBAAAR02,ZYTXAR13,ZYTXAR13,ZYTXAR11,ZYTXAR11,ZYTXAR10,ZYHBAR03,ZYHBAR03,ZYHBAPP,",22,144,1015
2.02E+11,2.02E+11,ZYHB,ZBAD,"ZYHBAPP,ZYHBAR03,ZYHBAR03,ZYTXAR06,ZYTXAR11,ZYTXAR13,ZBAAAR04,ZBAAAR04,ZBAAAR04,ZBAAAP,",144,16,625
2.02E+11,2.02E+11,ZGSZ,ZSNB,"ZGJDAP,ZGJDAP,ZGJDAP,ZGGGAP,ZGGGAR05,ZGGGAR05,ZGGGAR01,ZGGGAR38,ZSSSAR10,ZSSSAR10,ZSSSAR10,ZSSSAR10,ZSSSAR09,ZSSSAR09,ZSSSAR09,ZSSSAR29,ZSSSAR29,ZSSSAR29,ZSSSAR18,ZSSSAR18,ZSSSAR18,ZSSSAR02,ZSSSAR02,ZSHCAP,ZSNBAP,",62,134,530
2.02E+11,2.02E+11,ZLXY,ZLYL,"ZLXYAP,ZLXYAR01,ZLXYAR01,ZLXYAR01,ZLXYAR09,ZLXYAR09,",165,163,1040
2.02E+11,2.02E+11,ZUCK,ZHCC,"ZUCKAP,ZUUUAR06,ZUUUAR06,ZUUUAR01,ZLXYAR05,ZLXYAR03,ZLXYAR02,ZLXYAR02,ZLXYAR11,ZLXYAR11,ZHCCAP,ZHCCAP,",33,22,795
2.02E+11,2.02E+11,ZGGG,ZBTJ,"ZGGGAP,ZGGGAR03,ZGGGAR03,ZGGGAR03,ZGGGAR33,ZGGGAR33,ZGGGAR33,ZGGGAR25,ZGGGAR25,ZGGGAR13,ZGGGAR13,ZGGGAR13,ZGGGAR13,ZGGGAR13,ZGGGAR13,ZGGGAR13,ZGGGAR13,ZGGGAR15,ZGGGAR15,ZGGGAR15,ZGGGAR15,ZGGGAR16,ZGGGAR16,ZGGGAR16,ZGGGAR16,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR13,ZBAAAR16,ZBAAAR16,ZBAAAR16,ZBAAAR16,ZBAAAR16,ZBAAAP,ZBAAAP,",62,16,950
2.02E+11,2.02E+11,ZBAA,ZUMT,"ZBAAAP,ZBAAAR06,ZBAAAR06,ZBAAAR32,ZBAAAR07,ZBAAAR07,ZBAAAR08,ZBAAAR08,ZBAAAR08,ZBAAAR08,ZLXYAR10,ZLXYAR10,ZLXYAR10,ZLXYAR06,ZLXYAR06,ZLXYAR06,ZLXYAR06,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLXYAR08,ZLXYAR05,ZUUUAR01,ZUUUAR01,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR10,ZUUUAR10,ZUUUAR07,ZUCKAP,ZUGYAR01,ZUGYAR01,ZUGYAR01,",2,42,405
2.02E+11,2.02E+11,ZYTX,ZUUU,"ZYTXAP,ZYTXAR12,ZYTXAR09,ZYTXAR13,ZYTXAR13,ZYTXAR13,ZYTXAR13,ZBAAAR02,ZBAAAR02,ZBAAAR02,ZBAAAR02,ZBAAAR01,ZBAAAR01,ZBAAAR01,ZBAAAR07,ZBAAAR07,ZBAAAR07,ZBAAAR07,ZBAAAR07,ZBAAAR07,ZBAAAR08,ZBAAAR08,ZBAAAR08,ZBAAAR08,ZLXYAR10,ZLXYAR10,ZLXYAR10,ZLXYAR06,ZLXYAR06,ZLXYAR06,ZLXYAR06,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLXYAR08,ZLXYAR08,ZLXYAR08,ZLXYAR08,ZLXYAR08,ZUUUAR16,ZUUUAR16,ZUUUAR16,ZUUUAR16,ZUUUAP,",148,34,685
,2.02E+11,ZSYA,ZGKL,"ZSNJAP,ZSSSAP,ZSSSAP,ZSNJAP,ZSSSAR14,ZSSSAR14,ZSSSAR14,ZSOFAR01,ZSOFAR01,ZSOFAR01,ZSOFAR01,ZSSSAR25,ZSSSAR25,ZGGGAR36,ZGGGAR36,ZGGGAR15,ZGGGAR15,ZGGGAR15,ZGGGAR15,ZGGGAR15,ZGGGAR13,ZGGGAR13,ZGGGAR13,ZGGGAR12,ZGGGAR12,ZGGGAR12,ZGGGAR12,ZGGGAR12,ZGGGAR12,ZGKLAP,ZGKLAP,ZGKLAP,ZGKLAP,",128,53,1220
2.02E+11,2.02E+11,ZUCK,ZGGG,"ZUCKAP,ZUUUAR10,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR21,ZUUUAR21,UNKNOWNAR,ZGGGAR11,ZGGGAR11,ZGGGAR11,ZGGGAR11,ZGGGAR11,ZGGGAR11,ZGGGAR04,UNKNOWNAR,ZGGGAP,",33,62,1110
2.02E+11,2.02E+11,ZBYN,ZHHH,"ZBYNAP,ZBAAAR34,ZLXYAR11,ZLXYAR11,ZBAAAR34,ZBAAAR34,ZBAAAR34,ZHCCAR05,ZHCCAR05,ZHCCAR05,ZHCCAR05,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHHHAP,ZHHHAP,ZHHHAP,ZHHHAP,ZHHHAP,",8,61,795
,2.02E+11,ZLLL,ZSJN,"ZLLLAP,ZLLLAR08,ZLLLAR08,ZLLLAR08,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLXYAR07,ZLXYAR07,ZLXYAR07,ZLXYAR11,ZLXYAR11,ZLXYAR11,ZBAAAR30,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR23,ZSJNAP,",92,20,1060
2.02E+11,2.02E+11,ZUTF,ZSOF,"ZUUUAP,ZUUUAR05,ZUUUAR05,ZUUUAR05,ZUUUAR05,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR31,ZGGGAR31,ZGGGAR15,ZGGGAR15,ZGGGAR15,ZGGGAR15,ZGGGAR15,ZGGGAR36,ZGGGAR36,ZGGGAR36,ZGGGAR36,ZSOFAR03,ZSOFAP,",34,125,725
,2.02E+11,ZPJH,ZGSD,"ZPJHAP,ZPPPAR04,ZPPPAR04,ZPPPAR02,ZPPPAR03,ZPPPAR03,ZPPPAR03,ZPPPAR03,ZGNNAR05,ZGNNAR05,ZGNNAR05,ZGNNAR05,ZGNNAR04,UNKNOWNAR,UNKNOWNAR,ZGNNAR01,ZGGGAR04,ZGGGAR04,ZGGGAR04,UNKNOWNAR,ZGGGAP,ZGJDAP,ZGJDAP,ZGJDAP,",80,62,1090
2.02E+11,2.02E+11,ZPPP,ZUUU,"ZPPPAP,ZPPPAR01,ZPPPAR01,ZPPPAR01,ZUUUAR17,ZUUUAR17,ZUUUAR17,ZUUUAR02,ZUUUAR02,ZUUUAP,",78,34,1375
2.02E+11,2.02E+11,ZBAA,ZYTL,"ZBAAAP,ZBAAAR20,ZBAAAR20,ZBAAAR20,ZBAAAR21,ZBAAAR21,ZYTLAR04,ZYTLAR04,ZYTLAR04,ZYTLAP,",2,46,700
2.02E+11,2.02E+11,ZUCK,ZGGG,"ZUCKAP,ZUUUAR10,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR21,ZUUUAR21,UNKNOWNAR,ZGGGAR22,ZGGGAR22,ZGGGAR22,ZGGGAR22,ZGGGAR22,ZGGGAR22,ZGGGAR04,UNKNOWNAR,ZGGGAP,",33,62,1225
2.02E+11,2.02E+11,ZSSS,ZBSJ,"ZSSSAP,ZSSSAR04,ZSSSAR04,ZSSSAR04,ZSSSAR04,ZSSSAR38,ZSSSAR38,ZSSSAR38,ZSSSAR38,ZSSSAR16,ZSSSAR16,ZSSSAR16,ZSSSAR16,ZSSSAR16,ZBAAAR24,ZBAAAR24,ZBAAAR24,ZBAAAR23,ZBAAAR17,ZBAAAR17,ZBAAAR16,ZBAAAR12,ZBSJAP,",139,11,1265
2.02E+11,2.02E+11,ZHHH,ZYTX,"ZHHHAP,ZHHHAR01,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR13,ZBAAAR15,ZBAAAR15,ZBAAAR15,ZBAAAR15,ZBAAAR15,ZBAAAR12,ZBAAAR19,ZBAAAR19,ZBAAAR19,ZBAAAR20,ZBAAAR20,ZBAAAR20,ZBAAAR20,ZBAAAR20,ZBAAAR20,ZYTXAR09,ZYTXAR03,ZYTXAP,",61,148,700
2.02E+11,2.02E+11,ZGGG,ZUCK,"ZGGGAP,ZGGGAR03,ZGGGAR03,ZGGGAR03,ZGGGAR23,ZGGGAR22,ZGGGAR22,ZGGGAR22,ZGGGAR22,ZGGGAR22,ZGGGAR22,UNKNOWNAR,ZUGYAR03,ZUGYAR03,ZUGYAR01,ZUGYAR01,ZUGYAR01,ZUGYAR01,ZUUUAR07,ZUCKAP,ZUCKAP,",62,33,1380
2.02E+11,2.02E+11,ZHHH,ZJQH,"ZHHHAP,ZHHHAR05,ZHHHAR02,ZGHAAR04,ZGHAAR04,ZGHAAR01,ZGHAAR01,ZGGGAR12,ZGGGAR12,ZGGGAR12,ZGGGAR12,ZGGGAR11,ZGGGAR11,ZGGGAR11,ZGNNAR04,ZGNNAR04,ZGNNAR04,ZGNNAR04,ZGNNAR04,ZJSYAR12,ZJSYAR12,ZJSYAR04,ZJSYAR04,ZJHKAP,ZJSYAP,",61,101,980
2.02E+11,2.02E+11,ZBTJ,ZGSZ,"ZBAAAP,ZBAAAP,ZBAAAR16,ZBAAAR16,ZBAAAR15,ZBAAAR15,ZBAAAR13,ZBAAAR25,ZBAAAR25,ZBAAAR25,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZGGGAR21,ZGGGAR21,ZGGGAR21,ZGGGAR21,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,UNKNOWNAR,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR35,ZGGGAR20,ZGGGAR20,ZGGGAR02,ZGGGAR02,ZGGGAP,ZGGGAP,ZGGGAP,ZGJDAP,ZGJDAP,ZGJDAP,ZGJDAP,",16,62,1075
2.02E+11,2.02E+11,ZSFZ,ZUUU,"ZSFZAP,ZSFZAP,ZSFZAP,ZSAMAR04,ZSSSAR09,ZSSSAR09,ZSSSAR09,ZSSSAR09,UNKNOWNAR,ZSSSAR20,ZSSSAR12,ZSSSAR12,ZSSSAR12,ZSSSAR11,ZSSSAR11,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR12,ZGGGAR37,ZGGGAR37,ZGGGAR37,ZGGGAR37,ZGGGAR37,ZGGGAR37,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR05,ZUUUAR05,ZUUUAR05,ZUUUAP,",131,34,1195
